1572
24
55.305826 119.790490 89.411849 1.000000 0.850315 0.850315
56.240656 120.120184 89.543739 1.000000 0.833858 0.833858
57.164810 120.468060 89.698507 1.000000 0.813464 0.813464
58.080757 120.843811 89.830904 1.000000 0.762391 0.762391
59.011385 121.203569 89.863650 1.000000 0.691977 0.691977
59.968795 121.484052 89.823030 1.000000 0.704580 0.704580
60.952757 121.623714 89.753673 1.000000 0.809026 0.809026
61.941380 121.558225 89.675949 1.000000 0.884847 0.884847
62.909672 121.319956 89.631620 1.000000 0.889749 0.889749
63.866998 121.031960 89.638156 1.000000 0.892626 0.892626
64.803219 120.719627 89.762918 1.000000 0.892475 0.892475
65.644968 120.305463 90.080965 1.000000 0.869711 0.869711
66.322487 119.744671 90.543072 1.000000 0.813321 0.813321
66.872410 119.084869 91.052882 1.000000 0.763387 0.763387
67.361934 118.390384 91.579584 1.000000 0.754728 0.754728
67.808169 117.701036 92.148971 1.000000 0.775941 0.775941
68.195636 117.051164 92.799186 1.000000 0.806700 0.806700
68.489615 116.469316 93.552364 1.000000 0.827026 0.827026
68.656110 115.963127 94.394010 1.000000 0.826734 0.826734
68.697696 115.500628 95.277640 1.000000 0.820359 0.820359
68.645381 115.030895 96.157881 1.000000 0.828124 0.828124
68.528961 114.514670 97.005276 1.000000 0.854300 0.854300
68.375894 113.915491 97.788317 1.000000 0.883224 0.883224
68.191897 113.215617 98.473491 1.000000 0.892590 0.892590
80
54.575118 124.151707 66.009679 1.000000 0.878880 0.878880
55.569648 124.119570 66.109068 1.000000 0.867726 0.867726
56.561216 124.031070 66.138318 1.000000 0.883063 0.883063
57.543175 123.853182 66.083532 1.000000 0.863057 0.863057
58.528807 123.703351 66.057086 1.000000 0.820862 0.820862
59.523279 123.678999 66.120792 1.000000 0.798958 0.798958
60.509324 123.788343 66.224074 1.000000 0.825314 0.825314
61.467111 124.050807 66.282771 1.000000 0.860821 0.860821
62.380245 124.453184 66.286588 1.000000 0.856776 0.856776
63.266735 124.915182 66.297958 1.000000 0.821136 0.821136
64.159999 125.360546 66.352141 1.000000 0.763539 0.763539
65.070602 125.767624 66.420513 1.000000 0.723752 0.723752
65.992829 126.150595 66.472243 1.000000 0.715762 0.715762
66.915821 126.531058 66.528148 1.000000 0.718770 0.718770
67.830217 126.922150 66.627709 1.000000 0.712783 0.712783
68.741741 127.306587 66.772311 1.000000 0.703775 0.703775
69.671805 127.647335 66.901827 1.000000 0.717958 0.717958
70.622836 127.948056 66.951644 1.000000 0.747916 0.747916
71.567262 128.273646 66.933633 1.000000 0.774740 0.774740
72.479682 128.678526 66.911843 1.000000 0.772366 0.772366
73.354054 129.161747 66.918805 1.000000 0.758372 0.758372
74.182569 129.719117 66.931043 1.000000 0.760951 0.760951
74.948913 130.358498 66.919724 1.000000 0.755881 0.755881
75.666137 131.053899 66.881886 1.000000 0.730283 0.730283
76.377087 131.752697 66.808034 1.000000 0.722540 0.722540
77.102530 132.425966 66.671626 1.000000 0.723539 0.723539
77.830365 133.077684 66.461844 1.000000 0.709905 0.709905
78.543125 133.730066 66.204929 1.000000 0.688081 0.688081
79.232612 134.402516 65.936375 1.000000 0.679804 0.679804
79.892909 135.102501 65.665292 1.000000 0.688987 0.688987
80.496587 135.845319 65.380220 1.000000 0.718422 0.718422
80.974693 136.659491 65.066930 1.000000 0.752807 0.752807
81.263488 137.544776 64.723051 1.000000 0.754219 0.754219
81.395054 138.463663 64.357066 1.000000 0.739615 0.739615
81.465630 139.387649 63.981305 1.000000 0.749146 0.749146
81.544867 140.315740 63.618053 1.000000 0.771961 0.771961
81.636889 141.257498 63.295687 1.000000 0.776859 0.776859
81.716833 142.219169 63.036009 1.000000 0.766321 0.766321
81.782829 143.199151 62.851947 1.000000 0.755652 0.755652
81.851005 144.189702 62.736284 1.000000 0.767415 0.767415
81.912076 145.185277 62.667906 1.000000 0.792732 0.792732
